2026-01-01 08:00:00|system|-1|change_season|PreSeason2026
2026-01-01 08:00:01|Student_0|1000|create
2026-01-01 08:00:02|Student_1|1001|create
2026-01-01 08:00:03|Student_2|1002|create
2026-01-01 08:00:04|Student_3|1003|create
2026-01-01 08:00:05|Student_4|1004|create
2026-01-01 08:00:06|Student_5|1005|create
2026-01-01 08:00:07|Student_6|1006|create
2026-01-01 08:00:08|Student_7|1007|create
2026-01-01 08:00:09|Student_8|1008|create
2026-01-01 08:00:10|Student_9|1009|create
2026-01-01 08:09:10|Student_2|1002|login
2026-01-01 08:18:10|Student_0|1000|login
2026-01-01 08:25:10|Student_2|1002|logout
2026-01-01 08:36:10|Student_6|1006|login
2026-01-01 08:37:10|Student_4|1004|login
2026-01-01 08:39:10|Student_7|1007|login
2026-01-01 08:40:10|Student_6|1006|logout
2026-01-01 08:48:10|Student_7|1007|logout
2026-01-01 08:49:10|Student_5|1005|login
2026-01-01 09:04:10|Student_9|1009|login
2026-01-01 09:15:10|Student_7|1007|login
2026-01-01 09:21:10|Student_1|1001|login
2026-01-01 09:28:10|Student_2|1002|login
2026-01-01 09:36:10|Student_2|1002|logout
2026-01-01 09:37:10|Student_3|1003|login
2026-01-01 09:44:10|Student_0|1000|logout
2026-01-01 09:56:10|Student_9|1009|logout
2026-01-01 10:06:10|Student_6|1006|login
2026-01-01 10:07:10|Student_9|1009|login
2026-01-01 10:19:10|Student_5|1005|logout
2026-01-01 10:21:10|Student_5|1005|login
2026-01-01 10:30:10|Student_5|1005|logout
2026-01-01 10:42:10|Student_6|1006|logout
2026-01-01 10:55:10|Student_7|1007|logout
2026-01-01 11:03:10|Student_6|1006|login
2026-01-01 11:15:10|Student_1|1001|logout
2026-01-01 11:28:10|Student_7|1007|login
2026-01-01 11:30:10|Student_5|1005|login
2026-01-01 11:34:10|Student_5|1005|logout
2026-01-01 11:49:10|Student_5|1005|login
2026-01-01 11:50:10|Student_8|1008|login
2026-01-01 12:03:10|Student_1|1001|login
2026-01-01 12:14:10|Student_1|1001|logout
2026-01-01 12:22:10|system|-1|change_season|BuildSeason2026
2026-01-01 12:37:10|Student_2|1002|login
2026-01-01 12:43:10|Student_3|1003|logout
2026-01-01 12:55:10|Student_9|1009|logout
2026-01-01 13:03:10|Student_8|1008|logout
2026-01-01 13:14:10|Student_0|1000|login
2026-01-01 13:23:10|Student_3|1003|login
2026-01-01 13:29:10|Student_2|1002|logout
2026-01-01 13:33:10|Student_2|1002|login
2026-01-01 13:46:10|Student_9|1009|login
2026-01-01 13:58:10|Student_7|1007|logout
2026-01-01 14:00:10|Student_3|1003|logout
2026-01-01 14:08:10|Student_0|1000|logout
2026-01-01 14:19:10|Student_5|1005|logout
2026-01-01 14:27:10|Student_9|1009|logout
2026-01-01 14:41:10|Student_5|1005|login
2026-01-01 14:43:10|Student_8|1008|login
2026-01-01 14:49:10|Student_9|1009|login
2026-01-01 15:02:10|Student_9|1009|logout
2026-01-01 15:14:10|Student_1|1001|login
2026-01-01 15:23:10|Student_8|1008|logout
2026-01-01 15:30:10|Student_6|1006|logout
2026-01-01 15:45:10|Student_5|1005|logout
2026-01-01 15:53:10|Student_4|1004|logout
2026-01-01 16:04:10|Student_5|1005|login
2026-01-01 16:11:10|Student_8|1008|login
2026-01-01 16:18:10|Student_2|1002|logout
2026-01-01 16:21:10|Student_0|1000|login
2026-01-01 16:23:10|Student_6|1006|login
2026-01-01 16:25:10|Student_5|1005|logout
2026-01-01 16:39:10|Student_3|1003|login
2026-01-01 16:42:10|Student_7|1007|login
2026-01-01 16:49:10|Student_6|1006|logout
2026-01-01 16:57:10|system|-1|change_season|Competition2026
2026-01-01 17:03:10|Student_1|1001|logout
2026-01-01 17:17:10|Student_4|1004|login
2026-01-01 17:27:10|Student_1|1001|login
2026-01-01 17:39:10|Student_4|1004|logout
2026-01-01 17:41:10|Student_7|1007|logout
2026-01-01 17:44:10|Student_7|1007|login
2026-01-01 17:52:10|Student_4|1004|login
2026-01-01 18:07:10|Student_9|1009|login
2026-01-01 18:14:10|Student_8|1008|logout
2026-01-01 18:26:10|Student_3|1003|logout
2026-01-01 18:31:10|Student_0|1000|logout
2026-01-01 18:43:10|Student_5|1005|login
2026-01-01 18:49:10|Student_7|1007|logout
2026-01-01 18:54:10|Student_8|1008|login
2026-01-01 19:00:10|Student_2|1002|login
2026-01-01 19:15:10|Student_2|1002|logout
2026-01-01 19:28:10|Student_4|1004|logout
2026-01-01 19:32:10|Student_7|1007|login
2026-01-01 19:40:10|Student_4|1004|login
2026-01-01 19:48:10|Student_9|1009|logout
2026-01-01 20:02:10|Student_4|1004|logout
2026-01-01 20:11:10|Student_2|1002|login
2026-01-01 20:25:10|Student_8|1008|logout
2026-01-01 20:26:10|Student_9|1009|login
2026-01-01 20:39:10|Student_4|1004|login
2026-01-01 20:40:10|Student_3|1003|login
2026-01-01 20:49:10|Student_9|1009|logout
2026-01-01 20:55:10|Student_8|1008|login
2026-01-01 20:58:10|Student_7|1007|logout
2026-01-01 21:09:10|Student_9|1009|login
2026-01-01 21:12:10|Student_8|1008|logout
2026-01-01 21:21:10|Student_1|1001|logout
2026-01-01 21:26:10|Student_3|1003|logout
